career_domain,math_scores,cs_fundamentals_scores,cgpa,cognitive_ability_score,programming_skill,web_dev_skill,mobile_dev_skill,data_analytics_skill,data_science_ml_skill,db_sql_skill,cloud_devops_skill,cybersecurity_skill,networking_sysadmin_skill,ui_ux_design_skill,qa_testing_skill,business_analysis_skill,interest_dev_overall,interest_data_overall,interest_cloud_infra_overall,interest_cybersecurity,interest_ui_ux_design,interest_business_and_management,teamwork_behavior,learning_motivation,communication_skill,professional_discipline_score,project_count,project_complexity,internship_experience_count,github_repos_count,github_commits_90d,certifications_total,lang_python,lang_java,lang_javascript,lang_c_cpp,lang_sql,frontend_react,frontend_angular,backend_node,backend_django,backend_spring,db_postgres,data_tool_spark,data_tool_airflow,data_tool_kafka,cloud_aws,cloud_azure,devops_docker,devops_kubernetes,devops_terraform,observability_prometheus,observability_grafana,security_tool_siem,security_tool_wireshark,security_tool_burpsuite,testing_tool_selenium,testing_tool_jmeter,mobile_kotlin,mobile_flutter,projects_backend,projects_frontend,projects_fullstack,projects_mobile_android,projects_data_analytics,projects_data_engineering,projects_ml_ai,projects_cloud,projects_devops,projects_security_defense,projects_security_offense,projects_embedded,system_design_score,distributed_systems_knowledge_score,cloud_arch_patterns_score,data_modeling_skill,api_design_skill,siem_experience_score,incident_response_cases,vuln_assessments_done,pentest_tools_known_count,compliance_frameworks_known_count,embedded_c_cpp_skill,microcontroller_projects_count,rtos_experience_score,firmware_debugging_skill,job_role
Software Engineering,77.73,81.47,7.71,4.43,9.94,6.13,7.1,7.7,4.82,7.9,5.94,4.15,5.79,8.91,6.0,5.68,9.78,8.73,4.83,5.44,6.66,6.12,4.73,6.97,8.53,0.54,9,7.86,2,13,156,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,6.06,6.03,5.52,5.72,8.56,3.9,0,0,0,0,5.23,1,2.24,0.86,API Engineer
UI/UX & Product,66.3,70.72,7.29,7.15,3.93,7.26,6.17,8.56,1.79,3.5,1.42,2.18,2.02,9.28,6.06,5.27,3.02,5.27,4.9,5.45,7.97,5.55,8.12,5.01,9.97,0.75,12,4.56,2,18,231,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,5.03,5.12,3.79,4.79,2.56,2.23,0,0,0,0,2.45,0,1.03,3.74,UI Designer
Data & Artificial Intelligence,78.73,81.34,8.75,5.3,5.51,3.09,4.24,8.24,7.35,8.15,6.02,1.25,6.47,4.79,7.87,4.91,2.31,8.4,5.34,5.68,5.23,7.33,3.62,8.43,6.89,0.72,4,6.72,0,4,71,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.33,6.12,4.3,6.47,6.79,3.09,1,0,0,0,2.9,0,1.15,1.08,Data Engineer
"Cloud, DevOps & Platform Engineering",71.05,89.84,8.47,3.97,8.87,1.97,4.4,6.07,5.08,7.89,8.14,6.44,9.22,4.07,3.92,5.35,4.74,4.32,8.77,4.91,5.87,4.85,7.02,6.28,5.47,0.52,12,7.32,1,15,217,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,6,2,0,0,0,7.42,7.74,6.58,5.05,8.01,3.81,0,0,0,0,1.8,0,2.28,3.73,Site Reliability Engineer
Data & Artificial Intelligence,92.22,68.18,8.63,7.15,7.58,4.08,6.56,6.94,7.69,7.64,10.0,3.75,3.77,4.7,3.29,4.07,2.93,7.73,3.72,4.71,4.17,5.81,6.49,7.21,8.01,0.65,6,6.24,3,9,95,6,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,8.15,6.97,3.83,9.01,7.97,4.18,0,0,0,0,3.19,0,3.4,1.92,Analytics Engineer
Cybersecurity,70.49,69.41,7.53,7.36,8.24,3.27,5.07,7.3,2.82,5.47,9.98,7.01,7.78,1.49,5.5,0.94,4.31,5.53,5.52,8.18,5.8,2.61,5.95,8.39,5.92,0.94,12,9.53,2,12,253,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3,5,0,1,5.62,9.95,6.89,6.12,3.9,6.92,4,4,7,1,1.5,0,0.64,4.8,Cloud Security Engineer
Quality Assurance & Testing,89.52,67.12,5.35,6.14,8.89,5.1,8.96,3.98,1.57,5.96,1.75,2.34,6.2,3.13,8.96,3.99,7.22,7.21,8.3,4.07,4.88,4.24,7.11,7.53,5.16,0.83,10,7.28,1,11,116,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,0,1,1,8.03,5.73,4.85,3.17,4.81,1.27,0,0,0,0,1.41,0,1.51,4.14,Automation Test Engineer
Data & Artificial Intelligence,76.64,70.48,7.07,8.92,4.21,4.44,2.04,8.66,7.09,7.06,6.59,5.23,2.98,2.23,1.61,5.55,4.9,10.0,6.06,8.01,3.47,6.66,4.21,6.65,4.45,0.55,6,6.07,2,8,184,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,4.47,5.1,2.84,7.0,3.96,2.38,2,0,0,0,1.53,0,0.83,2.3,MLOps Engineer
Software Engineering,77.27,65.62,7.82,5.75,8.16,5.37,3.61,4.76,5.23,8.29,2.52,5.89,3.16,5.49,6.42,5.63,9.25,8.47,4.62,4.09,6.97,4.99,5.74,7.82,4.56,0.5,7,4.25,2,12,173,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,7.04,4.92,3.39,5.62,7.7,0.16,0,1,0,0,2.02,0,0.98,3.53,API Engineer
Cybersecurity,66.56,61.7,8.37,3.28,3.74,1.41,0.31,5.03,1.95,2.3,2.31,8.75,8.35,0.16,5.67,2.24,5.35,5.03,3.11,7.75,4.02,5.94,7.33,5.31,8.47,0.28,6,7.76,1,6,28,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6.72,5.34,1.78,4.36,6.01,6.61,3,7,5,0,1.9,1,0.82,1.44,Penetration Tester
Software Engineering,58.31,71.68,7.37,5.01,9.01,5.24,4.9,4.55,6.73,5.12,4.84,3.13,3.87,3.19,6.89,4.17,8.75,6.11,7.92,6.93,5.85,6.58,3.76,7.16,4.11,0.72,5,7.04,1,5,79,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4.33,5.78,2.71,3.38,7.25,1.12,1,0,0,0,2.61,0,1.58,2.1,Full-Stack Developer
Software Engineering,73.31,59.52,7.81,6.05,6.95,8.35,3.8,3.48,5.07,3.49,7.58,4.83,9.46,6.62,6.59,3.27,10.0,5.27,5.36,7.73,7.07,4.1,5.13,9.21,6.39,0.63,3,5.39,0,5,19,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,6.1,7.62,5.1,3.08,2.08,2.65,0,0,0,0,2.29,0,4.23,2.66,Frontend Engineer
Quality Assurance & Testing,63.94,48.32,7.92,5.53,6.93,4.06,4.26,3.35,1.79,6.13,6.59,2.98,4.09,3.47,9.78,3.43,5.29,6.19,4.53,6.6,6.63,3.19,6.0,9.57,5.57,0.55,3,5.89,0,4,84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95,4.38,0.0,2.22,6.39,1.55,0,0,0,0,1.91,0,1.49,2.34,Automation Test Engineer
Data & Artificial Intelligence,84.5,83.58,6.03,6.65,7.85,3.33,4.35,7.34,4.25,8.22,5.46,2.17,4.41,0.21,4.57,5.92,8.08,10.0,3.92,6.05,7.24,5.45,5.55,6.46,6.59,0.63,4,4.45,0,10,41,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3.35,4.76,5.02,6.96,6.55,3.28,0,0,0,0,0.82,0,0.6,1.69,Data Engineer
"Cloud, DevOps & Platform Engineering",62.31,67.38,6.35,5.66,4.67,2.38,1.44,5.64,2.64,5.13,6.36,4.32,6.42,0.64,7.82,4.98,8.21,4.04,7.65,8.41,3.12,3.43,3.44,8.28,7.65,0.71,7,7.87,1,20,113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,9.79,6.63,7.97,6.39,7.86,1.65,1,0,0,0,3.05,1,2.14,1.85,Solutions Architect
Software Engineering,73.28,76.32,7.74,5.79,6.9,7.6,7.03,7.79,4.1,6.96,4.41,2.64,3.31,7.27,6.76,7.4,9.72,4.63,7.7,6.81,7.28,5.1,3.3,5.31,6.57,0.48,7,5.79,1,16,151,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,4.89,6.89,4.7,2.28,5.3,1.85,0,0,0,0,3.35,1,3.52,2.18,Game Developer
Quality Assurance & Testing,63.32,69.99,7.71,5.54,8.78,2.33,5.24,5.63,0.81,6.87,9.12,3.67,6.74,3.93,8.79,4.95,6.82,4.55,5.63,3.73,7.12,2.7,7.09,7.76,7.61,0.92,9,7.98,2,9,221,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7.48,7.7,2.22,3.73,8.5,2.52,0,0,1,0,1.98,0,3.05,0.95,Test Architect
Software Engineering,82.52,69.71,8.05,5.48,10.0,6.48,6.57,8.03,6.48,6.39,6.96,5.01,5.46,4.12,6.47,6.45,7.35,3.97,5.87,4.85,6.8,7.09,4.83,6.73,8.67,0.6,11,8.6,3,15,179,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4.02,5.99,4.06,1.67,6.17,3.77,0,0,0,0,1.12,0,3.85,3.4,Game Developer
"Cloud, DevOps & Platform Engineering",83.01,67.79,8.35,3.99,7.19,1.35,3.24,5.76,3.24,6.57,7.3,4.71,6.4,2.24,5.02,2.12,7.05,7.47,8.22,6.84,6.42,5.11,5.71,8.91,5.4,0.75,11,7.64,2,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,6.82,6.83,5.84,4.0,5.03,1.3,1,0,0,0,4.06,0,2.87,0.63,Site Reliability Engineer
UI/UX & Product,52.48,59.49,7.84,6.32,3.75,5.41,6.46,4.88,4.43,4.6,0.51,4.63,1.77,8.81,6.7,6.92,5.29,5.93,4.6,5.44,7.18,7.41,8.35,5.44,8.31,0.49,5,3.65,2,6,74,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4.73,2.5,1.38,4.9,5.71,4.4,0,0,0,0,4.32,0,0.46,1.61,Associate Product Manager
Software Engineering,77.92,74.06,7.22,8.55,8.87,8.0,6.91,5.09,1.78,5.65,6.64,3.54,4.85,1.6,5.89,3.78,7.48,6.72,4.01,4.11,5.78,6.91,4.65,9.27,3.62,0.61,7,3.35,1,14,120,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,1,1,1,1,0,0,2.97,3.17,3.94,2.49,5.45,2.69,0,0,0,0,3.1,0,3.03,2.99,Backend Engineer
Systems & Infrastructure,68.17,71.76,7.87,3.11,7.46,4.26,9.93,3.24,2.51,9.08,3.95,4.64,4.0,2.0,5.21,5.78,6.33,6.22,5.63,4.24,5.2,5.26,5.13,7.48,7.07,0.64,6,9.8,3,7,101,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5.87,7.4,4.11,4.48,6.82,3.91,0,0,0,0,8.28,7,7.6,8.35,Embedded Systems Engineer
"Cloud, DevOps & Platform Engineering",77.98,72.01,7.24,8.95,8.38,4.76,1.22,7.18,3.77,6.16,9.92,2.85,7.83,3.94,5.82,6.95,5.74,4.7,9.12,5.13,4.15,4.79,5.46,6.04,3.5,0.75,12,3.97,3,20,227,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,4.58,4.89,7.68,5.79,5.54,2.31,1,0,0,0,4.29,0,0.72,2.7,DevOps Engineer
UI/UX & Product,61.74,76.87,8.38,7.43,5.57,5.91,3.02,2.75,3.66,4.4,1.34,1.89,2.69,7.31,3.67,3.82,7.11,3.65,6.34,7.08,7.66,2.42,6.59,6.21,6.93,0.65,4,5.38,1,6,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1.47,2.35,1.68,2.58,2.55,0.75,1,0,0,0,2.58,0,0.0,1.1,UI Designer
Software Engineering,73.41,75.96,8.0,5.85,8.46,6.55,8.62,3.62,4.29,5.44,5.03,1.35,4.22,7.87,3.08,5.32,8.0,7.51,7.38,5.98,5.66,5.72,4.23,10.0,7.69,0.72,9,3.21,0,10,136,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,0,0,0,0,6.66,5.46,3.72,2.6,7.17,2.0,0,0,0,0,2.88,0,0.65,1.77,Mobile Application Developer
Data & Artificial Intelligence,67.78,82.56,9.53,7.62,4.1,3.77,2.37,5.51,9.06,7.58,4.37,0.0,3.75,5.56,2.63,3.9,8.79,7.38,1.95,4.74,4.19,5.53,4.44,7.28,3.24,0.71,3,5.44,2,6,35,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.57,9.32,6.24,5.08,2.74,2.75,1,0,0,0,0.3,0,1.32,2.03,Data Scientist
Quality Assurance & Testing,71.52,84.13,7.26,6.23,2.72,3.16,5.46,3.11,2.53,0.87,3.54,2.45,2.3,3.01,6.89,3.15,5.84,8.6,4.38,6.55,6.29,2.88,8.05,7.34,4.41,0.82,6,5.19,1,7,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,1,0,2,0,0,4.51,4.24,3.28,0.96,3.24,2.63,0,0,0,0,0.79,0,1.79,1.68,Performance Test Engineer
Quality Assurance & Testing,66.81,59.72,7.23,6.21,5.94,3.73,3.85,5.61,0.54,4.13,6.95,1.56,4.19,6.12,6.79,4.61,6.52,6.12,6.04,5.23,4.98,6.81,5.19,6.43,3.86,0.82,10,6.65,3,9,176,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,1,0,1,2,7.53,8.15,3.19,0.1,2.35,4.15,0,0,0,1,2.25,0,4.29,2.14,Automation Test Engineer
Data & Artificial Intelligence,59.31,80.28,7.67,7.04,5.77,2.78,1.64,7.73,3.18,7.74,6.56,2.19,4.64,0.95,4.06,6.37,8.71,7.45,7.65,8.84,4.77,4.98,4.09,8.3,7.15,0.65,7,7.12,0,11,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,3.41,4.96,2.63,5.76,7.43,3.68,0,0,0,0,0.97,0,1.03,2.25,Data Analyst
UI/UX & Product,67.15,78.1,7.14,6.46,6.03,6.07,7.09,7.14,4.43,7.79,4.54,0.77,0.96,10.0,4.95,6.36,5.65,6.18,5.59,4.28,7.69,9.4,7.17,8.66,8.9,0.77,6,7.49,2,11,178,7,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,5.37,4.87,2.69,6.3,2.4,3.01,1,0,0,0,2.14,0,3.43,3.67,Product Analyst
Data & Artificial Intelligence,89.08,81.55,8.46,4.74,6.23,6.47,6.21,7.2,4.01,10.0,9.19,2.01,3.81,7.4,3.42,3.33,5.12,7.47,4.32,2.81,5.15,7.43,7.77,6.83,4.49,0.58,11,2.94,1,13,238,5,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,0,0,0,5.89,6.17,5.26,5.88,3.81,0.21,0,1,0,1,3.2,0,3.63,1.59,MLOps Engineer
Software Engineering,72.48,79.31,7.19,8.41,8.24,8.11,6.94,5.36,5.38,8.84,5.36,0.66,7.64,2.36,6.88,7.08,7.77,6.66,4.06,5.48,7.13,4.81,6.69,7.85,3.65,0.93,9,3.81,2,3,183,4,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,10.0,5.17,4.7,5.33,9.23,3.25,0,0,0,2,2.77,0,1.39,2.31,API Engineer
Cybersecurity,70.79,73.15,7.95,4.66,6.58,1.69,3.17,5.13,5.03,2.1,8.43,7.22,6.31,0.14,4.08,2.22,8.5,5.6,4.21,9.25,6.6,4.76,6.58,9.57,5.27,0.6,4,3.42,0,5,29,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5.05,5.38,0.65,4.34,4.8,8.68,14,3,4,1,2.34,0,1.45,1.81,SOC Analyst
Data & Artificial Intelligence,82.97,76.12,8.43,7.05,7.78,3.61,5.02,9.05,6.96,7.59,8.36,3.39,3.14,3.77,5.02,7.84,6.6,8.51,4.39,5.91,7.18,5.76,10.0,7.12,5.28,0.56,10,4.99,1,17,253,2,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,0,8.63,3.64,1.62,6.34,6.65,1.02,1,0,0,0,4.99,1,2.15,0.62,Machine Learning Engineer
Cybersecurity,63.87,82.43,7.38,8.9,7.0,0.9,1.0,7.06,4.81,1.9,6.2,10.0,4.75,6.62,6.75,3.83,6.39,3.66,3.3,9.65,5.51,3.12,4.22,10.0,4.68,0.72,11,7.16,1,17,201,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,6,0,0,7.44,2.03,5.5,5.2,6.15,5.58,12,3,3,0,3.55,0,2.43,2.91,Cybersecurity Engineer
Systems & Infrastructure,72.07,65.01,7.18,5.99,8.04,6.5,6.23,4.14,2.12,9.65,5.56,4.39,4.35,1.73,7.39,5.49,7.19,6.61,8.71,4.14,7.43,8.21,5.63,6.14,5.12,0.68,9,7.87,2,18,239,4,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6.22,5.41,4.36,10.0,8.11,2.67,0,0,0,1,8.59,5,7.11,7.25,Embedded Systems Engineer
"Cloud, DevOps & Platform Engineering",69.62,88.48,8.33,1.55,8.08,3.41,1.28,5.65,4.09,6.65,9.16,3.57,9.32,3.67,4.41,4.35,6.66,4.63,9.78,5.4,5.64,5.48,4.0,8.51,6.85,0.68,12,6.03,2,13,239,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,6,5,1,0,0,6.7,7.74,9.03,7.48,6.29,4.38,0,0,0,0,0.35,0,0.2,3.04,Platform Engineer
Cybersecurity,67.45,61.42,9.14,7.62,5.38,3.54,1.36,6.38,2.24,5.84,3.56,8.96,7.07,3.99,8.7,2.68,3.39,6.63,5.16,10.0,4.29,4.42,4.88,8.72,5.18,0.83,3,5.5,0,7,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,7.57,2.91,4.43,5.15,5.66,9,6,2,0,1.53,0,1.93,3.33,Penetration Tester
Quality Assurance & Testing,66.79,76.62,7.23,3.56,4.3,5.35,7.02,3.47,4.57,3.8,5.94,2.19,5.58,1.84,9.16,6.45,5.58,6.76,5.12,4.26,6.97,6.0,3.69,9.02,7.79,0.64,9,5.76,2,11,199,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,6.15,6.51,1.06,2.86,7.36,3.37,0,0,0,1,2.03,1,3.02,0.9,QA Engineer
Data & Artificial Intelligence,72.11,85.4,9.03,8.06,7.22,4.58,3.54,7.7,6.72,5.85,2.93,0.0,5.39,1.11,3.92,8.57,7.48,8.1,5.72,6.11,5.45,4.95,4.41,6.08,6.23,0.52,9,6.01,0,8,110,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,1,4.27,3.39,3.54,9.39,6.14,0.82,0,0,0,0,0.55,0,1.94,2.98,Data Engineer
Cybersecurity,82.93,72.95,6.8,5.76,2.94,3.0,1.3,4.96,3.98,2.25,8.87,8.41,7.24,1.19,7.46,4.93,4.75,4.77,5.95,6.56,6.15,7.74,6.69,8.37,4.97,0.75,7,8.23,0,4,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,4.98,4.95,8.24,2.67,5.36,8.07,8,12,3,1,2.02,0,3.91,2.67,Cloud Security Engineer
Data & Artificial Intelligence,67.24,68.17,8.2,7.12,6.61,6.15,0.78,6.97,8.19,7.64,6.53,4.36,4.75,4.46,3.67,5.74,5.26,7.88,7.42,5.22,5.92,5.1,4.84,7.09,6.15,0.5,12,5.22,2,12,246,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,5,1,2,0,0,0,6.48,8.5,5.31,7.51,5.83,0.52,1,0,0,0,2.18,1,0.12,3.65,MLOps Engineer
Software Engineering,71.99,68.86,7.79,7.64,7.71,9.91,8.87,5.79,6.19,6.23,5.51,1.66,7.61,8.02,7.15,7.29,9.94,2.93,7.09,4.72,6.36,5.6,5.59,7.83,4.85,0.76,9,6.59,0,13,270,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,5.46,8.3,3.15,5.23,6.1,1.85,0,0,0,1,2.49,0,3.8,2.63,Game Developer
Software Engineering,73.83,73.18,9.41,2.06,4.27,9.39,6.9,4.89,6.88,7.46,1.67,3.78,9.76,5.57,4.39,6.3,9.39,5.29,4.61,3.69,4.84,5.31,6.71,7.85,5.03,0.76,11,5.76,1,19,196,3,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,8.18,5.12,5.31,1.45,10.0,2.0,0,0,0,1,3.92,0,3.41,2.69,API Engineer
Data & Artificial Intelligence,91.04,74.54,8.64,5.1,7.53,4.72,1.91,6.05,9.55,8.42,6.83,0.0,5.08,1.64,3.69,5.53,5.86,8.73,9.2,7.81,6.08,5.94,5.61,8.52,7.51,0.8,8,3.55,2,11,179,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,6.55,2.72,4.06,7.29,6.89,2.06,1,0,0,0,1.23,1,3.55,1.83,Data Engineer
Data & Artificial Intelligence,88.34,64.88,7.8,7.81,4.65,4.21,3.17,8.97,10.0,9.02,7.95,1.91,4.79,5.08,4.93,5.02,5.8,9.78,1.95,5.62,5.55,3.05,7.82,6.12,6.42,0.61,7,5.28,1,10,119,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,9.89,6.98,4.09,5.96,5.15,4.25,0,0,0,0,3.45,0,0.59,0.41,Data Scientist
"Cloud, DevOps & Platform Engineering",75.2,60.64,6.2,5.44,5.69,0.6,2.86,5.61,3.14,4.84,8.7,3.6,5.45,4.03,5.74,4.1,7.15,8.35,9.15,3.9,4.14,7.92,5.85,8.15,4.35,0.56,8,2.99,2,17,207,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,8.57,6.78,2.66,3.79,6.59,2.8,0,1,0,0,0.0,0,0.57,2.5,Cloud Engineer
"Cloud, DevOps & Platform Engineering",59.47,81.35,8.37,7.81,6.65,1.5,4.35,6.91,4.91,7.1,7.22,6.16,7.38,4.48,7.33,6.59,9.16,7.41,9.4,8.03,5.35,4.27,3.03,4.62,4.08,0.33,6,8.65,3,9,131,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,4.34,8.58,9.06,7.04,5.39,2.47,2,1,0,0,0.17,0,2.62,2.85,Infrastructure Engineer
UI/UX & Product,56.63,78.82,7.04,7.02,5.73,6.86,7.63,7.77,2.13,3.76,3.19,3.03,2.13,7.58,3.71,8.9,8.7,8.08,5.66,7.69,9.93,4.87,7.81,4.96,7.73,0.76,9,6.62,1,10,207,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5.71,6.67,2.41,5.42,3.32,4.15,0,0,1,0,4.07,0,1.14,2.85,UI Designer
Systems & Infrastructure,85.37,76.52,6.97,7.8,7.44,6.28,6.77,3.73,1.37,10.0,2.2,3.72,4.71,2.91,7.52,6.09,7.96,5.02,4.66,6.57,4.86,6.4,2.04,6.67,5.79,0.8,9,6.37,1,8,191,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,1,0,0,0,0,6.16,4.75,4.21,5.55,7.5,4.29,0,1,0,1,5.59,0,5.61,7.12,Database Administrator
